0,1,2,3,4,5,6,7,8,orgaos,unidade,programas,numero de acoes
PRODUTO:,APACITAÇÃO DE SERVIDORES,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
INDICADOR DEPRODUTO:,ARGA HORÁRIA DE CAPACITAÇÃO DE SERVIDOR (h/aula),,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
META:,0,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
,,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
,,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
,,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
Proposta Orçamentária 2020,,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
,,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
1.2 - PODER JUDICIÁRIO,,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
,,,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
#103000 - TRIBUNAL DE JUSTIÇA#1,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   02000 - TRIBUNAL DE CONTAS DO ESTADO,UNIDADE:   02001 - TRIBUNAL DE CONTAS DO ESTADO,PROGRAMA:     0200    CONTROLE EXTERNO,3
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
02.061.0303.1941,INFRAESTRUTURA DE PRÉDIOS JUDICIAIS,,,75.355.660,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,UTRAS DESPESASORRENTES,,50.657.468,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,UNDO ESPECIAL DEESPESA,50.657.468,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,NVESTIMENTOS,,24.698.182,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,UNDO ESPECIAL DEESPESA,24.698.182,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,NVERSÕES FINANCEIRAS,,10,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,UNDO ESPECIAL DEESPESA,10,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
PRODUTO:,"CONSTRUÇÃO, REFORMAS E AQUISIÇÃO DE IMÓVEIS",,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
INDICADOR DEPRODUTO:,"CONSTRUÇÃO, REFORMAS E AQUISIÇÃO DE IMÓVEIS (unidade)",,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
META:,134,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
02.061.0303.4567,DILIGÊNCIAS JUDICIAIS,,,196.560.000,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,UTRAS DESPESASORRENTES,,196.560.000,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,INCULADOS ESTADUAIS,196.560.000,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
PRODUTO:,TRANSPORTE DOS OFICIAIS DE JUSTIÇA EM DILIGÊNCIAS JUDICIAIS,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
INDICADOR DEPRODUTO:,DILIGÊNCIAS REALIZADAS (unidade),,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
META:,4.663.249,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
02.128.0303.4822,FUNCIONAMENTO DA ESCOLA PAULISTA DA MAGISTRATURA,,,19.045.812,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,OUTRAS DESPESASCORRENTES,,19.045.812,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,UNDO ESPECIAL DEESPESA,18.705.812,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,ESOURO DO ESTADO,340.000,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
PRODUTO:,"CURSOS, TREINAMENTOS E PALESTRAS",,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
INDICADOR DEPRODUTO:,CERTIFICADOS EMITIDOS (unidade),,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
META:,55.000,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
02.061.0303.4826,DISTRIBUIÇÃO DA JUSTIÇA,,,11.630.753.580,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,PESSOAL E ENCARGOSSOCIAIS,,9.714.394.601,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,UNDO ESPECIAL DEESPESA,274.053.479,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,ESOURO DO ESTADO,9.440.341.122,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,OUTRAS DESPESASCORRENTES,,1.916.358.939,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,UNDO ESPECIAL DEESPESA,1.202.596.549,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,ESOURO DO ESTADO,196.018.317,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,INCULADOS ESTADUAIS,517.744.033,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,INCULADOS FEDERAIS,40,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,INVESTIMENTOS,,40,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,INCULADOS FEDERAIS,40,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
PRODUTO:,SERVIÇOS DE PRESTAÇÃO JURISDICIONAL NO PRIMEIRO E NOSEGUNDO GRAU,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
INDICADOR DEPRODUTO:,PERCENTUAL DE AÇÕES JULGADAS (%),,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
META:,"81,4",,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
02.126.0303.4827,"DESENVOLVIMENTO, IMPLEMENTAÇÃO E MANUTENÇÃO DESISTEMAS DE INFORMAÇÃO",,,387.118.748,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,OUTRAS DESPESASCORRENTES,,387.118.748,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,UNDO ESPECIAL DEESPESA,133.611.803,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,INCULADOS ESTADUAIS,253.506.945,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
PRODUTO:,PROCESSOS DIGITAIS,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
INDICADOR DEPRODUTO:,PERCENTUAL DE PROCESSOS DIGITAIS EM ANDAMENTO (%),,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
META:,"61,1",,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
02.131.0303.6020,COMUNICAÇÃO INSTITUCIONAL,,,42.840,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,OUTRAS DESPESASCORRENTES,,42.840,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,ESOURO DO ESTADO,42.840,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
PRODUTO:,MATÉRIAS GERADAS PARA TRANSPARÊNCIA DAS AÇÕES DA INSTITUIÇÃO,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
INDICADOR DEPRODUTO:,MATÉRIAS VEICULADAS (unidade),,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
META:,134.700,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
02.061.0303.6164,FUNCIONAMENTO DA CORREGEDORIA GERAL DA JUSTIÇA,,,300.000,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,OUTRAS DESPESASCORRENTES,,300.000,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,ESOURO DO ESTADO,300.000,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
PRODUTO:,DESENVOLVIMENTO DE ATIVIDADES CORREICIONAIS,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
INDICADOR DEPRODUTO:,UNIDADES JURISDICIONAIS CORREICIONADAS (unidade),,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
META:,650,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
,,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
roposta Orçamentária 2020,Governo do Estado de São Paulo,,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
#106000 - TRIBUNAL DE JUSTIÇA MILITAR#1,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
ÓRGÃO:   06000 - TRIBUNAL DE JUSTIÇA MILITAR,"Valores em R$ 1,00",,,,,,,,ÓRGÃO:   03000 - TRIBUNAL DE JUSTIÇA,UNIDADE:   03001 - TRIBUNAL DE JUSTIÇA,PROGRAMA:     0303    PROCESSO JUDICIÁRIO NO TRIBUNAL DE JUSTIÇA,7
AÇÃO,GRUPO DESPESA,FONTE DE RECURSO,,,,,,,ÓRGÃO:   06000 - TRIBUNAL DE JUSTIÇA MILITAR,UNIDADE:   06001 - TRIBUNAL DE JUSTIÇA MILITAR,PROGRAMA:     0600    PROCESSO JUDICIÁRIO MILITAR,1
02.061.0600.4832,DISTRIBUIÇÃO DE JUSTIÇA MILITAR,,,74.403.059,,,,,ÓRGÃO:   06000 - TRIBUNAL DE JUSTIÇA MILITAR,UNIDADE:   06001 - TRIBUNAL DE JUSTIÇA MILITAR,PROGRAMA:     0600    PROCESSO JUDICIÁRIO MILITAR,1
,,ESSOAL E ENCARGOSOCIAIS,,66.981.943,,,,,ÓRGÃO:   06000 - TRIBUNAL DE JUSTIÇA MILITAR,UNIDADE:   06001 - TRIBUNAL DE JUSTIÇA MILITAR,PROGRAMA:     0600    PROCESSO JUDICIÁRIO MILITAR,1
,,,ESOURO DO ESTADO,66.981.943,,,,,ÓRGÃO:   06000 - TRIBUNAL DE JUSTIÇA MILITAR,UNIDADE:   06001 - TRIBUNAL DE JUSTIÇA MILITAR,PROGRAMA:     0600    PROCESSO JUDICIÁRIO MILITAR,1
,,UTRAS DESPESASORRENTES,,7.297.442,,,,,ÓRGÃO:   06000 - TRIBUNAL DE JUSTIÇA MILITAR,UNIDADE:   06001 - TRIBUNAL DE JUSTIÇA MILITAR,PROGRAMA:     0600    PROCESSO JUDICIÁRIO MILITAR,1
