programa,orgao,finialidade_programa,produto,finialidade_produto,indicador_produto,acao,value_indicador_produto
0932 - VIGILÂNCIA EM SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,"PRODUTO: VIGILÂNCIA AMBIENTAL DA QUALIDADE DA ÁGUA, ÁREAS CONTAMINADAS E FATORES DE RISCO",FINALÍSTICO,PERCENTUAL DE ANÁLISES PARA VIGILÂNCIA DA ÁGUA PARA CONSUMO HUMANO DENTRO DOS PADRÕES DE POTABILIDADE (%),6244 - VIGILÂNCIA AMBIENTAL,90.0
0932 - VIGILÂNCIA EM SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: EXAMES LABORATORIAIS DE INTERESSE EM SAÚDE PÚBLICA REALIZADOS,FINALÍSTICO,PERCENTUAL DE EXAMES LABORATORIAIS DE MÉDIA E ALTA COMPLEXIDADE PARA AÇÕES DE VIGILÂNCIA EM SAÚDE (%),4138 - EXAMES DE LABORATÓRIO DE INTERESSE À SAÚDE PÚBLICA,40.0
0932 - VIGILÂNCIA EM SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: AÇÕES DE VIGILÂNCIA EPIDEMIOLÓGICA DE DOENÇAS/ AGRAVOS TRANSMISSÍVEIS REALIZADAS,FINALÍSTICO,NÚMERO DE CASOS DE DOENÇAS DE NOTIFICAÇÃO COMPULSÓRIA IMEDIATA NOTIFICADOS (UNIDADE),4722 - VIGILÂNCIA EPIDEMIOLÓGICA,8550.0
0932 - VIGILÂNCIA EM SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: AÇÕES DE CONTROLE DOS VETORES E HOSPED. INTERMEDIÁRIOS DE DOENÇAS,FINALÍSTICO,NÚMERO DE ASSESSORIAS FORNECIDAS AOS MUNICÍPIOS PARA VIGILÂNCIA E CONTROLE DE VETORES E HOSPEDEIROS INTERMEDIÁRIOS(UNIDADE),4839 - CONTROLE DE DOENÇAS TRANSMITIDAS POR VETORES E HOSPEDEIROS INTERMEDIÁRIOS,12000.0
0932 - VIGILÂNCIA EM SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: AÇÕES DE CONTROLE DOS VETORES E HOSPED. INTERMEDIÁRIOS DE DOENÇAS,FINALÍSTICO,"NÚMERO DE IMÓVEIS VISITADOS PARA VIGILÂNCIA E CONTROLE DE CULICÍDIOS, TRIATOMÍNEOS, FLEBÓTOMOS, PLANORBÍDEOS ECARRAPATOS. (UNIDADE)",4839 - CONTROLE DE DOENÇAS TRANSMITIDAS POR VETORES E HOSPEDEIROS INTERMEDIÁRIOS,500000.0
0932 - VIGILÂNCIA EM SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: MORBI-MORTALIDADE POR DOENÇAS CRÔNICAS NÃO TRANSMISSÍVEIS,FINALÍSTICO,PROPORÇÃO DE MUNICÍPIOS COM PLANO DE AÇÕES ESTRATÉGICAS PARA O ENFRENTAMENTO DAS DOENÇAS CRÔNICAS NÃOTRANSMISSÍVEIS (%),6350 - ANÁLISE DE DADOS - DOENÇAS CRÔNICAS NÃO TRANSMISSÍVEIS,12.0
0932 - VIGILÂNCIA EM SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: MAPEAMENTO DO PERFIL EPIDEM. DO CÂNCER NA REDE DE ONCOLOGIA DO ESTADO,MELHORIA DE GESTÃO,NÚMERO DE CASOS NOVOS DE CÂNCER REGISTRADOS NO RHC/SP (UNIDADE),4865 - ANÁLISE DE DADOS - EPIDEMIOLOGIA E INFORMAÇÃO EM CÂNCER,48540.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: PARECERES TÉCNICO-CIENTÍFICOS E SÍNTESES DE EVIDÊNCIAS PRODUZIDAS,FINALÍSTICO,NÚMERO DE PARECERES TÉCNICO-CIENTÍFICOS E SÍNTESES DE EVIDÊNCIAS PRODUZIDAS (UNIDADE),8327 - PRODUZIR PARECERES TÉCNICOS CIENTÍFICOS E SÍNTESES DE EVIDENCIAS,6.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: HORA MARCADA,FINALÍSTICO,NÚMERO DE ACESSOS ATRAVÉS DO LOGIN AO APLICATIVO HORA MARCADA (UNIDADE),"2602 - AGENDAMENTO DE CONSULTAS MÉDICAS, EXAMES E PROCEDIMENTOS CLÍNICOS - HORA MARCADA",300000.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: HORA MARCADA,FINALÍSTICO,NÚMERO DE TRANSAÇÕES REALIZADAS NO APLICATIVO HORA MARCADA (UNIDADE),"2602 - AGENDAMENTO DE CONSULTAS MÉDICAS, EXAMES E PROCEDIMENTOS CLÍNICOS - HORA MARCADA",600000.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: MULTISAÚDE,FINALÍSTICO,NÚMERO DE INTERCONSULTAS REALIZADAS (UNIDADE),2603 - ATENDIMENTO MÉDICO VIRTUAL - TELEMEDICINA,3456000.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: MULTISAÚDE,FINALÍSTICO,QUANTIDADE DE PACIENTES ATENDIDOS ATRAVÉS DO MULTISAÚDE (UNIDADE),2603 - ATENDIMENTO MÉDICO VIRTUAL - TELEMEDICINA,192000.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: HISTÓRIA CLÍNICO DIGITAL,FINALÍSTICO,NÚMERO DE ACESSOS AO VISUALIZADOR CLÍNICO (UNIDADE),2604 - HISTÓRIA CLÍNICA DIGITAL,20000.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: HISTÓRIA CLÍNICO DIGITAL,FINALÍSTICO,NÚMERO DE CIDADÃOS COM HISTÓRICO CLÍNICO DIGITAL (UNIDADE),2604 - HISTÓRIA CLÍNICA DIGITAL,500000.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,"PRODUTO: PESQUISAS CIENTÍFICAS EM SAÚDE DESENVOLVIDAS PELA SUCEN, FOSP E CCD.",FINALÍSTICO,"NÚMERO DE PROJETOS DE PESQUISAS CIENTÍFICAS EM SAÚDE APROVADAS PELO COMITÊ DE ÉTICA EM PESQUISA DA SUCEN-SUPERINTENDÊNCIA DE CONTROLES E ENDEMIAS, FOSP-FUNDAÇÃO ONCOCENTRO DE SÃO PAULO E CCD (UNIDADE)",4856 - PROJETOS DE PESQUISAS CIENTÍFICAS EM SAÚDE.,54.0
"0933 - CIÊNCIA, TECNOLOGIA E INOVAÇÃO EM SAÚDE",09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: PESQUISAS DE INOVAÇÃO TECNOLÓGICA EM SAÚDE DESENVOLVIDAS,MELHORIA DE GESTÃO,NÚMERO DE PESQUISAS DE INOVAÇÃO TECNOLÓGICA DESENVOLVIDAS PELOS NÚCLEOS DE INOVAÇÃO TECNOLÓGICA (NIT) (UNIDADE),5807 - INOVAÇÃO TECNOLÓGICA DE PRODUTOS E PROCESSOS,8.0
0940 - FORTALECIMENTO DA GESTÃO ESTADUAL DO SUS,09000 - SECRETARIA DA SAÚDE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ATIVIDADES OBRIGATÓRIAS DO CONSELHO ESTADUAL DE SAÚDE,MELHORIA DE GESTÃO,"PERCENTUAL DE INSTRUMENTOS DE PLANEJAMENTOS ANALISADOS PELO CONSELHO, COM PARECERES EMITIDOS (%)",5801 - FUNCIONAMENTO DO CONSELHO ESTADUAL DE SAÚDE,100.0
0940 - FORTALECIMENTO DA GESTÃO ESTADUAL DO SUS,09000 - SECRETARIA DA SAÚDE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: ATIVIDADES OBRIGATÓRIAS DO CONSELHO ESTADUAL DE SAÚDE,MELHORIA DE GESTÃO,PERCENTUAL DE REUNIÕES DO PLENO E DAS COMISSÕES DO CONSELHO ESTADUAL DE SAÚDE REALIZADAS (%),5801 - FUNCIONAMENTO DO CONSELHO ESTADUAL DE SAÚDE,100.0
0940 - FORTALECIMENTO DA GESTÃO ESTADUAL DO SUS,09000 - SECRETARIA DA SAÚDE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: SALA DE SITUAÇÃO DA SAÚDE,MELHORIA DE GESTÃO,NÚMERO DE CASOS DE ANÁLISE COM FORMULAÇÃO DE PROPOSTA DE PLANO DE INTERVENÇÃO EM PROCESSOS ESTRATÉGICOS (UNIDADE),2605 - FERRAMENTA DIGITAL PARA NEGÓCIOS EM SAÚDE - BIG DATA SAÚDE,3.0
0941 - EXPANSÃO E MODERNIZAÇÃO NA SAÚDE,09000 - SECRETARIA DA SAÚDE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: NOVAS UNIDADES DE SAÚDE CONSTRUÍDAS,MELHORIA DE GESTÃO,QUANTIDADE DE METROS QUADRADOS CONSTRUÍDOS EM OBRAS NOVAS (M2),2529 - CONSTRUÇÃO DE NOVAS UNIDADES DE SAÚDE,32881.0
0941 - EXPANSÃO E MODERNIZAÇÃO NA SAÚDE,09000 - SECRETARIA DA SAÚDE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: OBRAS DE REFORMA E AMPLIAÇÃO NAS UNIDADES DE SAÚDE,MELHORIA DE GESTÃO,QUANTIDADE DE METROS QUADRADOS REFORMADOS OU AMPLIADOS (M2),1377 - REFORMAS E AMPLIAÇÃO EM ÁREAS FÍSICAS DAS UNIDADES DA ADM DIRETA E INDIRETA,111602.0
0941 - EXPANSÃO E MODERNIZAÇÃO NA SAÚDE,09000 - SECRETARIA DA SAÚDE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: AQUISIÇÃO DE MÓVEIS E EQUIPAMENTOS MÉDICO-HOSP. PARA AS UNID. DA ADM DIR. E IND.,MELHORIA DE GESTÃO,NÚMERO DE MOBILIÁRIOS E EQUIPAMENTOS MÉDICOS HOSPITALARES ADQUIRIDOS (UNIDADE),2449 - APARELHAMENTO/EQUIPAMENTOS NAS UNIDADES DA ADM. DIRETA E INDIRETA,16507.0
0941 - EXPANSÃO E MODERNIZAÇÃO NA SAÚDE,09000 - SECRETARIA DA SAÚDE,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,PRODUTO: HOSPITAIS CONSTRUÍDOS POR MEIO DE PARCERIA PÚBLICO-PRIVADA,MELHORIA DE GESTÃO,PERCENTUAL DE CONSTRUÇÃO DO NOVO CENTRO DE REFERÊNCIA DA SAÚDE DA MULHER ATRAVÉS DE PARCERIA PÚBLICO PRIVADA (%),2530 - APOIO À PARCERIA PÚBLICO–PRIVADA P/CONSTR.CTRO REF. DA SAÚDE DA MULHER,90.0
0942 - CAPACITAÇÃO E DESENVOLVIMENTO DE PESSOAS NA ÁREA DA SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: MÉDICOS ESPECIALISTAS FORMADOS POR MEIO DO PROGRAMA DE RESIDÊNCIA MÉDICA,FINALÍSTICO,NÚMERO DE BOLSAS DE RESIDÊNCIA MÉDICA FINANCIADAS PELO ESTADO POR ANO (UNIDADE),4863 - RESIDÊNCIA MÉDICA,6720.0
0942 - CAPACITAÇÃO E DESENVOLVIMENTO DE PESSOAS NA ÁREA DA SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: TRABALHADORES DO SISTEMA ÚNICO DE SAÚDE (SUS) CAPACITADOS,FINALÍSTICO,NÚMERO DE TRABALHADORES DO SISTEMA ÚNICO DE SAÚDE (SUS) CAPACITADOS (UNIDADE),6121 - CAPACITAÇÕES TÉCNICAS E ADMINISTRATIVAS,45124.0
0942 - CAPACITAÇÃO E DESENVOLVIMENTO DE PESSOAS NA ÁREA DA SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: PROFISSIONAIS ATUALIZADOS EM CONHECIMENTO TÉCNICO-CIENTÍFICOS EM SAÚDE,FINALÍSTICO,NÚMERO DE PROFISSIONAIS CAPACITADOS EM CONHECIMENTOS TÉCNICO-CIENTÍFICOS EM SAÚDE POR MEIO DE CAPACITAÇÃOOFERECIDA PELO INSTITUTO DE SAÚDE (UNIDADE),5805 - DIFUSÃO DO CONHECIMENTO,200.0
0942 - CAPACITAÇÃO E DESENVOLVIMENTO DE PESSOAS NA ÁREA DA SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,"PRODUTO: PROFISSIONAIS FORMADOS ESPECIALIZAÇÃO ""LATO SENSU"" P/ ATENDER A DEMANDA DO SUS",FINALÍSTICO,NÚMERO DE BOLSAS PARA CURSOS DE ESPECIALIZAÇÃO “LATO SENSU” OFERTADAS AO ANO (UNIDADE),"4862 - PROGRAMA DE BOLSAS PARA CURSOS DE ESPECIALIZAÇÃO ""LATO SENSU"".",1176.0
0942 - CAPACITAÇÃO E DESENVOLVIMENTO DE PESSOAS NA ÁREA DA SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,"PRODUTO: PROFISSIONAIS FORMADOS ESPECIALIZAÇÃO ""LATO SENSU"" P/ ATENDER A DEMANDA DO SUS",FINALÍSTICO,"PERCENTUAL DE BOLSAS PREENCHIDAS PARA CURSOS DE ESPECIALIZAÇÃO ""LATO SENSU"" AO ANO (%)","4862 - PROGRAMA DE BOLSAS PARA CURSOS DE ESPECIALIZAÇÃO ""LATO SENSU"".",75.0
0942 - CAPACITAÇÃO E DESENVOLVIMENTO DE PESSOAS NA ÁREA DA SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: PROMOÇÃO DO DESENVOLVIMENTO INTEGRAL E INTEGRADO DA PRIMEIRA INFÂNCIA,MELHORIA DE GESTÃO,ATUALIZAÇÃO DO ÍNDICE PAULISTA PARA A  PRIMEIRA INFÂNCIA - IPPI (ANOS),8341 - CAPACITAÇÃO DE TÉCNICOS MUNICIPAIS PARA O DESENVOLVIMENTO INFANTIL,1.0
0942 - CAPACITAÇÃO E DESENVOLVIMENTO DE PESSOAS NA ÁREA DA SAÚDE,09000 - SECRETARIA DA SAÚDE,FINALÍSTICO,PRODUTO: PROMOÇÃO DO DESENVOLVIMENTO INTEGRAL E INTEGRADO DA PRIMEIRA INFÂNCIA,MELHORIA DE GESTÃO,NÚMERO DE MUNICÍPIOS CAPACITADOS NO PROGRAMA SÃO PAULO PELA PRIMEIRÍSSIMA INFÂNCIA (UNIDADE),8341 - CAPACITAÇÃO DE TÉCNICOS MUNICIPAIS PARA O DESENVOLVIMENTO INFANTIL,76.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: SERVIÇOS DE ACOLHIMENTO INSTITUCIONAL PARA PESSOAS COM DEPENDÊNCIA,FINALÍSTICO,NÚMERO DE VAGAS DISPONIBILIZADAS EM SERVIÇOS DE ACOLHIMENTO INSTITUCIONAL (UNIDADE),6186 - OPERACIONALIZAÇÃO E IMPLANTAÇÃO DE UNIDADES  DE ACOLHIMENTO INSTITUCIONAL.,4000.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: SERVIÇOS DE ACOLHIMENTO INSTITUCIONAL PARA PESSOAS COM DEPENDÊNCIA,FINALÍSTICO,PERCENTUAL DE DIRETORIAS REGIONAIS COM O SERVIÇO IMPLANTADO (%),6186 - OPERACIONALIZAÇÃO E IMPLANTAÇÃO DE UNIDADES  DE ACOLHIMENTO INSTITUCIONAL.,100.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: SERVIÇOS DE ACOLHIMENTO INSTITUCIONAL PARA AUTONOMIA E REINTEGRAÇÃO SOCIAL,FINALÍSTICO,PERCENTUAL DE DIRETORIAS REGIONAIS COM SERVIÇO DE ACOLHIMENTO INSTITUCIONAL IMPLANTADO (%),6196 - ACOLHIMENTO INSTITUCIONAL PARA REINTEGRAÇÃO SOCIAL E AUTONOMIA,50.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: SERVIÇOS DE ACOLHIMENTO INSTITUCIONAL PARA AUTONOMIA E REINTEGRAÇÃO SOCIAL,FINALÍSTICO,VAGAS DISPONÍVEIS PARA ACOLHIMENTO INSTITUCIONAL PARA AUTONOMIA E REINTEGRAÇÃO SOCIAL (UNIDADE),6196 - ACOLHIMENTO INSTITUCIONAL PARA REINTEGRAÇÃO SOCIAL E AUTONOMIA,255.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: PREVENÇÃO AO USO E ABUSO DE DROGAS NOS EQUIPAMENTOS SOCIOASSISTENCIAIS,FINALÍSTICO,NÚMERO DE EQUIPAMENTOS SOCIOASSISTENCIAIS QUE REALIZAM AÇÕES DE PREVENÇÃO (%),6333 - PREVENÇÃO AO USO E ABUSO DE DROGAS,22.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: PREVENÇÃO AO USO E ABUSO DE DROGAS NOS EQUIPAMENTOS SOCIOASSISTENCIAIS,FINALÍSTICO,NÚMERO DE PESSOAS BENEFICIADAS (UNIDADE),6333 - PREVENÇÃO AO USO E ABUSO DE DROGAS,12500.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: CUIDADO INTEGRAL DA SAÚDE DE USUÁRIOS DE SUBSTÂNCIA PSICOATIVAS NA REDE DO SUS,FINALÍSTICO,DIÁRIAS PAGAS PARA AÇÕES DE REINSERÇÃO SOCIAL VINCULADAS À SECRETARIA ESTADUAL DA SAÚDE (UNIDADE),"6184 - PROGRAMA ESTADUAL DE SAÚDE DE ENFRENTAMENTO AO CRACK - ""RECOMEÇO""",200000.0
0944 - RECOMEÇO: UMA VIDA SEM DROGAS,35000 - SECRETARIA DE DESENVOLVIMENTO SOCIAL,FINALÍSTICO,PRODUTO: CUIDADO INTEGRAL DA SAÚDE DE USUÁRIOS DE SUBSTÂNCIA PSICOATIVAS NA REDE DO SUS,FINALÍSTICO,NÚMERO DE ATENDIMENTOS AMBULATORIAIS DECORRENTES DAS NECESSIDADES DE SAÚDE DEVIDO AO USO ABUSIVO OU DEPENDÊNCIADE SUBSTÂNCIAS PSICOATIVAS (UNIDADE),"6184 - PROGRAMA ESTADUAL DE SAÚDE DE ENFRENTAMENTO AO CRACK - ""RECOMEÇO""",1862226.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: APOIO AOS ECOSSISTEMAS DE INOVAÇÃO DO ESTADO DE SP,FINALÍSTICO,ATIVIDADES DE APOIO REALIZADAS NOS ECOSSISTEMAS DE INOVAÇÃO PAULISTAS (UNIDADE),5204 - PROMOÇÃO DO SISTEMA PAULISTA DE AMBIENTES PROMOTORES DE INOVAÇÃO - SPAI,48.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: VIABILIZAÇÃO DE  SOLUÇÕES INOVADORAS PARA GOVERNO E APOIO A NEGÓCIOS DE IMPACTO,FINALÍSTICO,NÚMERO DE STARTUPS DE IMPACTO APOIADAS PELO PROGRAMA (UNIDADE),"6339 - PROMOÇAO,ADOÇÃO DE SOLUÇÕES INOVADORAS PARA GOVERNO E APOIAR NEGÓCIOS DE IMPACTO",40.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: VIABILIZAÇÃO DE  SOLUÇÕES INOVADORAS PARA GOVERNO E APOIO A NEGÓCIOS DE IMPACTO,FINALÍSTICO,SOLUÇÕES INOVADORAS CONTRATADAS (UNIDADE),"6339 - PROMOÇAO,ADOÇÃO DE SOLUÇÕES INOVADORAS PARA GOVERNO E APOIAR NEGÓCIOS DE IMPACTO",20.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: APOIO AO DESENVOLVIMENTO E ADOÇÃO DE TECNOLOGIAS ESTRATÉGICAS,FINALÍSTICO,NÚMERO DE ATIVIDADES DE APOIO A INOVAÇÃO DESENVOLVIDAS (UNIDADE),"6340 - APOIO AOS SETORES ESTRATÉGICOS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO",5.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: IMPLANTAÇÃO DA AGENDA DE MELHORIAS DA COMPETITIVIDADE DO COMÉRCIO EXTERIOR,FINALÍSTICO,NÚMERO DE EMPRESAS PARTICIPANTES DAS AÇÕES INFORMACIONAIS DE SENSIBILIZAÇÃO (UNIDADE),6341 - FACILITAÇÃO DO COMÉRCIO EXTERIOR - FACILITA SP,480.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: ATRAÇÃO DE INVESTIMENTOS E AUMENTO DE COMPETITIVIDADE,FINALÍSTICO,NÚMERO DE TERMOS DE CONFIDENCIALIDADE (NDAS) ASSINADOS QUE INDICAM INTENÇÃO DE INVESTIMENTO (UNIDADE),5848 - ASSISTÊNCIA E APOIO AO INVESTIDOR,100.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: FOMENTO À ATIVIDADE EMPREENDEDORA - EMPREENDA SP,FINALÍSTICO,EMPRESAS ATENDIDAS EM TEMAS DE EMPREENDEDORISMO (UNIDADE),5285 - APOIO AO EMPREENDEDOR - EMPREENDA SP,1500.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: FOMENTO À ATIVIDADE EMPREENDEDORA - EMPREENDA SP,FINALÍSTICO,EMPRESAS CAPACITADAS PARA O EMPREENDEDORISMO (UNIDADE),5285 - APOIO AO EMPREENDEDOR - EMPREENDA SP,400.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: FOMENTO AO MICROCRÉDITO PRODUTIVO - BANCO DO POVO PAULISTA,FINALÍSTICO,NÚMERO DE CRÉDITOS CONCEDIDOS PELO BANCO DO POVO PAULISTA (UNIDADE),4225 - BANCO DO POVO PAULISTA,50000.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: PLANEJAMENTO DO CITI - CENTRO INTERNACIONAL DE TECNOLOGIA E INOVAÇÃO,FINALÍSTICO,FASES DO CITI COM PROJETO ESTRUTURADO ENTREGUE (UNIDADE),"2600 - ESTRUTURAÇÃO  DO PLANEJAMENTO E IMPLEMENTAÇÃO DO DISTRITO DE INOVAÇÃO ""CITI""",1.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,"PRODUTO: FINANCIAMENTO DE PROJETOS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO PELO FUNCET",FINALÍSTICO,PROJETOS DE INOVAÇÃO SELECIONADOS PARA RECEBER RECURSOS DO FUNCET (UNIDADE),"1929 - CONCESSÃO DE RECURSOS FINANCEIROS PARA CIÊNCIA, TECNOLOGIA E INOVAÇÃO - FUNCET",15.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: POLÍTICA ESTADUAL DE ARTESANATO - SUTACO,FINALÍSTICO,NÚMERO DE ARTESÃOS CADASTRADOS ATENDIDOS (UNIDADE),6337 - APRIMORAMENTO DA POLÍTICA ESTADUAL DE TRABALHO ARTESANAL NAS COMUNIDADES- SUTACO,3494.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: POLÍTICA PARA AUMENTO DA PRODUTIVIDADE E DESENVOLVIMENTO ECONÔMICO SUSTENTÁVEL,FINALÍSTICO,CONSTRUÇÃO E IMPLEMENTAÇÃO DO PLANO DE DESENVOLVIMENTO ECONÔMICO (UNIDADE),5992 - FORMULAÇÃO DO PLANO DE DESENVOLVIMENTO ECON./FOMENTO DE POLOS DE DESENVOLVIMENTO,18.0
"1015 - CIÊNCIA, TECNOLOGIA, INOVAÇÃO, PRODUTIVIDADE E COMPETITIVIDADE",10000 - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO,FINALÍSTICO,PRODUTO: POLÍTICA PARA AUMENTO DA PRODUTIVIDADE E DESENVOLVIMENTO ECONÔMICO SUSTENTÁVEL,FINALÍSTICO,NÚMERO DE EMPRESAS INTEGRANTES DOS APLS ATENDIDAS DIRETAMENTE (UNIDADE),5992 - FORMULAÇÃO DO PLANO DE DESENVOLVIMENTO ECON./FOMENTO DE POLOS DE DESENVOLVIMENTO,600.0
